State Name,Initial Walk Distance in miles: < 0.10,"Initial Walk Distance in miles: 0.10 - 
0.25",Initial Walk Distance in miles: 0.25 - 0.50,Initial Walk Distance in miles: 0.50 - 1.00,Initial Walk Distance in miles: > 1.00,Initial Walk Distance in miles: No Access,Initial Walk Duration in minutes: < 5,Initial Walk Duration in minutes: 5 - 10,Initial Walk Duration in minutes: 10 - 15,Initial Walk Duration in minutes: 15 - 30,Initial Walk Duration in minutes: > 30,Initial Walk Duration in minutes: No Access,Total Walk Distance in miles: < 0.10,"Total Walk Distance in miles: 0.10 - 
0.25",Total Walk Distance in miles: 0.25 - 0.50,Total Walk Distance in miles: 0.50 - 1.00,Total Walk Distance in miles: > 1.00,Total Walk Distance in miles: No Access,Total Walk Duration in minutes: < 5,Total Walk Duration in minutes: 5 - 10,Total Walk Duration in minutes: 10 - 15,Total Walk Duration in minutes: 15 - 30,Total Walk Duration in minutes: > 30,Total Walk Duration in minutes: No Access,Initial Wait Time in minutes: < 5,Initial Wait Time in minutes: 5 - 10,Initial Wait Time in minutes: 10 - 15,Initial Wait Time in minutes: 15 - 30,"Initial Wait Time in minutes: > 30
< 60",Initial Wait Time in minutes: No Access,Travel Duration in minutes: < 15,Travel Duration in minutes: 15 - 30,Travel Duration in minutes: 30 - 45,Travel Duration in minutes: 45 - 60,Travel Duration in minutes: > 60,Travel Duration in minutes: No Access,In-Vehicle Duration in minutes: < 15,In-Vehicle Duration in minutes: 15 - 30,In-Vehicle Duration in minutes: 30 - 45,In-Vehicle Duration in minutes: 45 - 60,In-Vehicle Duration in minutes: > 60,In-Vehicle Duration in minutes: No Access,Out-of-Vehicle Duration in minutes: < 15,Out-of-Vehicle Duration in minutes: 15 - 30,Out-of-Vehicle Duration in minutes: 30 - 45,Out-of-Vehicle Duration in minutes: 45 - 60,Out-of-Vehicle Duration in minutes: > 60,Out-of-Vehicle Duration in minutes: No Access,Total Wait Duration in minutes: < 5,Total Wait Duration in minutes: 5 - 10,Total Wait Duration in minutes: 10 - 15,Total Wait Duration in minutes: 15 - 30,Total Wait Duration in minutes: > 30,Total Wait Duration in minutes: No Access,Transfers: < 1,Transfers: 1 - 2,Transfers: 2 - 3,Transfers: 3 - 4,Transfers: > 4,Transfers: No Access,Transit:Driving: < 2,Transit:Driving: 2 - 4,Transit:Driving: 4 - 6,Transit:Driving: 6 - 8,Transit:Driving: > 8,Transit:Driving: No Access,In-Vehicle:Out-of-Vehicle: < 1,In-Vehicle:Out-of-Vehicle: 1 - 2,In-Vehicle:Out-of-Vehicle: 2 - 3,In-Vehicle:Out-of-Vehicle: 3 - 4,In-Vehicle:Out-of-Vehicle: > 4,In-Vehicle:Out-of-Vehicle: No Access
Kentucky,0.901296988,1.170586942,1.59375687,0.445152781,1.731149703,94.15805672,0.835348428,1.720158277,1.192569796,1.165091229,0.928775555,94.15805672,0.26379424,1.209056936,1.97296109,0.01648714,2.379643878,94.15805672,1.082655529,2.115849637,0.923279842,0.186854254,1.533304023,94.15805672,0.597774949,1.632811203,1.057176067,0.913267283,0.968616815,94.83035368,0.18135854,0.708947021,1.126621235,0,3.825016487,94.15805672,1.950978237,1.478346889,0.846339855,0.868322708,0.697955595,94.15805672,1.253022642,1.505825456,0.961749835,0.285777094,1.835568257,94.15805672,0.659485601,1.698175423,0.719938448,0.615519894,2.148823917,94.15805672,3.775555067,1.846559683,0.219828534,0,0,94.15805672,0.241811387,1.253022642,1.494834029,0,2.852275225,94.15805672,1.192569796,0.208837107,0.0824357,4.347109255,0.010991427,94.15805672
Louisiana,2.106350026,2.777490965,2.261228704,0.805369128,1.744966443,90.30459473,1.497160558,2.0547238,2.756840475,2.467733609,0.918946825,90.30459473,0.47496128,2.643262777,3.427981415,0.030975736,3.118224058,90.30459473,2.096024781,2.953020134,2.281879195,0.309757357,2.0547238,90.30459473,1.364157034,3.332291992,1.21836926,1.416224097,1.593252109,91.07570551,0.433660299,1.156427465,1.848218895,0.082601962,6.174496644,90.30459473,3.45895715,2.581311306,1.455859577,1.806917914,0.392359319,90.30459473,2.085699535,2.591636551,2.106350026,0.547237997,2.364481156,90.30459473,1.156427465,3.118224058,0.949922561,0.939597315,3.531233867,90.30459473,4.34692824,4.728962313,0.598864223,0.02065049,0,90.30459473,0.45431079,2.209602478,2.622612287,0,4.408879711,90.30459473,1.899845121,0.402684564,0.113577697,7.258647393,0.02065049,90.30459473
Maine,2.291666667,3,4.583333333,1.083333333,4.875,84.16666667,2.458333333,5.791666667,2.666666667,2.916666667,2,84.16666667,0.375,2.541666667,5.375,0,7.541666667,84.16666667,2.541666667,6.541666667,2.291666667,0.125,4.333333333,84.16666667,1.426660722,2.674988854,3.165403477,0.980829247,1.694159608,90.05795809,0.625,0.75,0.833333333,0.458333333,13.16666667,84.16666667,4.958333333,4.041666667,2.041666667,2.791666667,2,84.16666667,1.916666667,2.541666667,1.75,0.75,8.875,84.16666667,1.291666667,2.5,0.916666667,1.5,9.625,84.16666667,11.375,3.25,1.041666667,0.166666667,0,84.16666667,0.625,1.833333333,1.625,0,11.70833333,84.20833333,0.875,0.25,0.041666667,14.625,0.041666667,84.16666667
Maryland,10.3183315,14.33589462,16.88254665,3.4467618,16.83863886,38.17782656,10.55982437,17.08013172,13.1284303,11.76728869,9.286498353,38.17782656,1.207464325,10.77936334,22.67837541,0.043907794,27.11306257,38.17782656,11.65751921,24.65422613,6.695938529,0.724478595,18.09001098,38.17782656,6.656976744,11.39534884,12.09302326,8.372093023,10.93023256,50.55232558,0.96597146,2.656421515,4.939626784,0.087815587,53.17233809,38.17782656,9.72557629,13.98463227,11.41602634,5.817782656,20.87815587,38.17782656,7.156970362,9.72557629,6.564215148,0.944017563,37.43139407,38.17782656,5.137211855,10.75740944,3.622392975,2.151481888,40.15367728,38.17782656,16.33369923,19.58287596,14.37980241,6.190998902,5.334796926,38.17782656,6.432491767,9.045005488,5.664105379,0,40.6805708,38.17782656,10.91108672,1.690450055,0.285400659,48.75960483,0.175631175,38.17782656
Massachusetts,11.25034051,15.88123127,18.98665214,6.238082266,14.19231817,33.45137565,11.68618905,18.52356306,14.30128031,15.663307,6.374284936,33.45137565,1.607191501,13.64750749,24.8161264,0.108962136,26.36883683,33.45137565,14.35576137,24.32579679,8.77145192,1.007899755,18.08771452,33.45137565,7.433682912,14.46637878,10.980876,12.67735965,16.56384948,37.87785318,4.140561155,7.7907927,8.471806047,0.13620267,46.00926178,33.45137565,17.1070553,15.20021792,8.553527649,9.370743667,16.31707981,33.45137565,15.93571234,11.82239172,7.436665759,3.840915282,27.51293925,33.45137565,6.728411877,12.17651866,9.016616726,8.553527649,30.07354944,33.45137565,26.25987469,25.08853174,10.07899755,4.38572596,0.735494416,33.45137565,12.63960774,17.16153637,10.07899755,0.108962136,26.55952057,33.45137565,17.40670117,2.50612912,0.517570144,45.92754018,0.190683737,33.45137565
Michigan,2.415083681,3.890968152,4.87253725,0.684979874,3.940399689,84.19603135,2.732857849,5.133818233,3.792105077,2.513946755,1.631240732,84.19603135,0.296589224,1.652425676,4.79485912,0,9.060094626,84.19603135,2.231480828,5.564578773,1.249911729,0.176541205,6.581456112,84.19603135,1.842143585,4.150283967,3.349351973,1.747487986,2.096985583,86.81374691,0.543746911,0.833274486,1.12986371,0.021184945,13.27589859,84.19603135,3.495515853,3.255419815,2.443330273,2.054939623,4.554763082,84.19603135,1.574747546,2.633994774,2.831720924,0.268342631,8.495162771,84.19603135,1.334651508,3.636748817,1.12986371,1.023938987,8.678765624,84.19603135,5.945907775,4.688934397,3.996892875,1.023938987,0.148294612,84.19603135,0.282465928,2.372713791,4.293482099,0,8.819998588,84.23133959,2.718734553,0.289527576,0.070616482,12.68272015,0.042369889,84.19603135
Minnesota,1.405117586,2.470048809,4.511166987,0.665582014,5.221121136,85.72696347,2.041118178,5.923679929,2.203816004,1.863629641,2.240792782,85.72696347,0.41413992,1.308977962,3.083863334,0.007395356,9.458659962,85.72696347,1.331164029,4.23014347,1.042745156,0.354977074,7.314006804,85.72696347,0.915368556,1.758471174,2.432953268,0.923398105,0.89127991,93.07852899,0.41413992,1.050140512,0.613814524,0.029581423,12.16536015,85.72696347,2.980328354,2.410885964,2.041118178,1.878420352,4.962283686,85.72696347,1.442094365,0.93181482,0.769116995,0.244046739,10.88596361,85.72696347,0.606419169,1.272001183,0.562047034,0.5176749,11.31489425,85.72696347,5.272888626,6.256470936,1.700931815,0.902233397,0.140511759,85.72696347,0.192279249,1.146280136,1.338559385,0.036976779,11.55894099,85.72696347,0.990977666,0.10353498,0.036976779,13.08238426,0.059162846,85.72696347
Mississippi,0.320855615,0.600575895,1.011929247,0.090497738,0.839160839,97.13698067,0.444261621,1.258741259,0.526532291,0.386672151,0.246812012,97.13698067,0.131633073,0.411353353,0.946112711,0,1.373920197,97.13698067,0.485396956,1.085972851,0.27972028,0.115178939,0.896750309,97.13698067,0.216306156,0.732113145,0.424292845,0.141430948,0.257903494,98.22795341,0.041135335,0.148087207,0.312628548,0.057589469,2.303578774,97.13698067,0.872069107,0.477169889,0.041135335,0.542986425,0.929658577,97.13698067,0.189222542,0.765117236,0.427807487,0.098724805,1.382147265,97.13698067,0.246812012,0.625257096,0.123406006,0.197449609,1.670094611,97.13698067,1.530234471,1.324557795,0,0.008227067,0,97.13698067,0.016454134,0.13986014,0.403126285,0,2.303578774,97.13698067,0.296174414,0.032908268,0,2.533936652,0,97.13698067
Missouri,1.256855576,1.662477148,2.405164534,0.348491773,1.988117002,92.33889397,1.445383912,2.319469835,1.496800731,1.371115174,1.02833638,92.33889397,0.314213894,1.159734918,3.016453382,0.01713894,3.153564899,92.33889397,1.336837294,3.256398537,0.862659963,0.251371115,1.953839122,92.33889397,0.63734863,1.755605771,2.201749812,0.787994669,0.967611101,93.64969002,0.125685558,0.371343693,1.096892139,0.01142596,6.055758684,92.33889397,1.913848263,2.382312614,0.999771481,0.839808044,1.525365631,92.33889397,1.03404936,1.251142596,1.068327239,0.199954296,4.107632541,92.33889397,0.422760512,1.473948812,0.417047532,0.51416819,4.833180987,92.33889397,3.204981718,1.982404022,2.016681901,0.445612431,0.01142596,92.33889397,0.091407678,0.885511883,1.525365631,0,5.158820841,92.33889397,1.068327239,0.199954296,0.051416819,6.335694698,0.00571298,92.33889397
Montana,1.679758308,2.670694864,2.936555891,0.435045317,1.607250755,90.67069486,1.981873112,2.332326284,2.429003021,1.836858006,0.749244713,90.67069486,0.350453172,1.486404834,3.685800604,0.012084592,3.794561934,90.67069486,1.474320242,4.374622356,1.172205438,0.302114804,2.006042296,90.67069486,0.866507598,2.059525305,0.590229813,1.11766922,1.142785382,94.22328268,0.265861027,1.728096677,2.126888218,0,5.208459215,90.67069486,2.731117825,3.033232628,0.302114804,2.98489426,0.277945619,90.67069486,1.848942598,1.993957704,0.809667674,0.410876133,4.265861027,90.67069486,0.954682779,1.885196375,1.01510574,0.664652568,4.809667674,90.67069486,6.682779456,2.247734139,0.326283988,0,0.072507553,90.67069486,0.120845921,0.386706949,0.918429003,0,7.903323263,90.67069486,0.725075529,0.108761329,0.012084592,8.435045317,0.048338369,90.67069486
Nebraska,0.963543539,1.567555907,1.797655857,0.352340548,1.711368376,93.60753577,1.107356008,1.711368376,1.517221543,1.078593514,0.977924786,93.60753577,0.381103042,1.445315309,2.099662041,0.007190623,2.459193212,93.60753577,1.243977853,2.26504638,1.071402891,0.266053067,1.545984037,93.60753577,0.369494531,0.716819391,0.798108188,0.894176766,1.019804907,96.20159622,0.675918602,0.488962393,0.539296757,0.079096858,4.609189617,93.60753577,1.459696556,1.035449773,0.417056159,1.092974761,2.387286978,93.60753577,0.970734163,0.639965485,0.438628029,0.553678004,3.789458546,93.60753577,0.438628029,0.740634213,0.589631121,0.625584238,3.997986625,93.60753577,2.883439994,1.438124685,1.711368376,0.115049975,0.244481197,93.60753577,0.287624937,1.812037104,0.762206083,0,3.530596103,93.60753577,1.243977853,0.100668728,0.373912418,4.623570864,0.050334364,93.60753577
Nevada,5.903457273,10.0456621,11.57860404,1.435094586,5.446836269,65.59034573,7.99086758,9.132420091,9.099804305,6.360078278,1.826484018,65.59034573,0.065231572,5.055446836,18.16699282,0,11.12198304,65.59034573,8.512720157,18.06914547,3.098499674,0.065231572,4.664057404,65.59034573,5.32231405,7.20661157,3.107438017,7.669421488,10.21487603,66.47933884,1.174168297,3.816046967,5.120678408,0,24.2987606,65.59034573,7.501630789,9.165035877,6.196999348,4.305283757,7.240704501,65.59034573,11.64383562,10.2739726,5.805609915,1.174168297,5.512067841,65.59034573,6.066536204,10.66536204,6.164383562,4.566210046,6.947162427,65.59034573,14.84018265,17.22113503,2.185257665,0.032615786,0.130463144,65.59034573,1.598173516,12.19830398,12.06784083,0,8.545335943,65.59034573,15.85127202,2.674494455,0.587084149,15.06849315,0.228310502,65.59034573
New Hampshire,2.040816327,3.291639236,3.752468729,0.855826201,3.423304806,86.6359447,1.909150757,3.818301514,2.764976959,2.699144174,2.172481896,86.6359447,0.197498354,1.777485188,3.225806452,0.065832785,8.097432521,86.6359447,2.172481896,3.884134299,0.789993417,0.263331139,6.254114549,86.6359447,0.781805259,1.634683724,2.842928216,0.710732054,0.497512438,93.53233831,0.065832785,0.526662278,1.11915734,0,11.6524029,86.6359447,1.514154049,0.592495063,1.974983542,1.645819618,7.636603028,86.6359447,0.460829493,1.25082291,1.382488479,0.131665569,10.13824885,86.6359447,0.658327847,1.843317972,0.329163924,0.329163924,10.20408163,86.6359447,2.633311389,3.686635945,1.579986833,0.987491771,4.476629361,86.6359447,0.197498354,0.592495063,0.592495063,0,11.98156682,86.6359447,1.11915734,0,0.065832785,12.17906517,0,86.6359447
New Jersey,14.05250386,18.50871388,19.85440106,5.978380763,13.41275094,28.1932495,12.37590999,18.53077432,17.3615707,17.49393338,6.0445621,28.1932495,1.544231193,8.537392455,30.88462387,0.088241782,30.7522612,28.1932495,9.044782705,37.34833444,6.596073241,1.014780499,17.80277962,28.1932495,9.569620253,17.49367089,15.13924051,12.63291139,12.81012658,32.35443038,0.485329804,2.294286345,6.904919479,0.110302228,62.01191264,28.1932495,13.92014119,20.51621443,17.16302669,4.27972645,15.92764174,28.1932495,8.802117803,18.44253254,13.89808074,0.926538716,29.7374807,28.1932495,7.015221707,20.51621443,6.154864328,2.47076991,35.64968012,28.1932495,17.69247739,29.80366203,18.9058019,4.654754026,0.750055151,28.1932495,15.06728436,16.633576,10.32428855,0.088241782,29.69335981,28.1932495,19.43525259,2.161923671,0.441208912,49.56982131,0.198544011,28.1932495
New Mexico,5.041675137,8.253710104,8.863590161,1.443382801,8.578979467,67.81866233,4.777393779,10.36796097,7.92844074,5.570237853,3.53730433,67.81866233,1.524700142,4.513112421,9.432811547,0.04065867,16.67005489,67.81866233,4.940028461,10.51026631,3.740597682,1.240089449,11.75035576,67.81866233,2.606088561,6.826568266,6.411439114,2.998154982,4.220479705,76.93726937,1.402724131,2.744460256,3.49664566,0.04065867,24.49684895,67.81866233,7.989428746,5.346615166,1.890628176,8.578979467,8.375686115,67.81866233,3.862573694,5.549908518,3.313681643,1.179101443,18.27607237,67.81866233,2.439520228,5.773531206,1.971945517,2.561496239,19.43484448,67.81866233,14.5964627,13.92559463,2.073592194,1.077454767,0.508233381,67.81866233,0.935149421,2.21589754,3.53730433,0,25.49298638,67.81866233,4.980687132,0.223622688,0.060988006,26.87538118,0.04065867,67.81866233
New York,12.31251913,15.71013162,12.22834405,3.948576676,7.698194062,48.10223447,8.295071931,10.91215182,15.7943067,13.68227732,3.213957759,48.10223447,1.232017141,10.453015,24.70921335,0.015304561,15.48821549,48.10223447,14.34802571,20.71472299,6.642179369,0.627486991,9.565350474,48.10223447,4.935658652,7.577040298,4.055198104,9.575008466,20.64002709,53.21706739,3.290480563,6.695745332,9.159779614,0.107131925,32.6446281,48.10223447,13.82001837,12.9859198,9.779614325,6.366697276,8.945515764,48.10223447,20.73002755,8.034894399,3.948576676,3.458830732,15.72543618,48.10223447,5.991735537,9.060299969,8.777165595,10.8432813,17.22528313,48.10223447,21.90847873,20.91368228,7.284970921,1.40801959,0.382614019,48.10223447,19.46740129,6.764615856,4.621977349,3.206305479,17.83746556,48.10223447,16.65901439,5.593816957,1.01775329,28.25987144,0.367309458,48.10223447
North Carolina,1.940874036,3.194087404,4.376606684,0.610539846,4.807197943,85.07069409,2.210796915,4.730077121,3.007712082,2.165809769,2.814910026,85.07069409,0.424164524,2.589974293,4.749357326,0.01285347,7.152956298,85.07069409,2.236503856,5.327763496,2.120822622,0.276349614,4.967866324,85.07069409,1.631299735,3.614058355,3.043766578,1.909814324,2.022546419,87.77851459,1.015424165,1.002570694,1.831619537,0.044987147,11.03470437,85.07069409,4.138817481,3.515424165,2.005141388,2.802056555,2.467866324,85.07069409,2.326478149,2.551413882,2.165809769,0.533419023,7.35218509,85.07069409,1.420308483,3.07840617,1.381748072,1.285347044,7.763496144,85.07069409,7.345758355,6.16966581,1.060411311,0.334190231,0.019280206,85.07069409,0.30848329,1.658097686,2.712082262,0,10.25064267,85.07069409,1.793059126,0.224935733,0.032133676,12.84061697,0.038560411,85.07069409
North Dakota,0.893081761,1.169811321,1.509433962,0.364779874,0.880503145,95.18238994,0.855345912,1.559748428,1.094339623,1.081761006,0.226415094,95.18238994,0.327044025,1.056603774,1.06918239,0.012578616,2.352201258,95.18238994,0.729559748,1.446540881,1.018867925,0.238993711,1.383647799,95.18238994,0.448948179,0.923550539,0.436121088,0.423293997,0.705489995,97.0625962,0.377358491,1.194968553,0.289308176,0.125786164,2.830188679,95.18238994,1.220125786,0.503144654,1.924528302,1.132075472,0.037735849,95.18238994,1.257861635,0.540880503,0.402515723,0.377358491,2.238993711,95.18238994,0.490566038,0.817610063,0.377358491,0.616352201,2.51572327,95.18238994,3.635220126,1.056603774,0.088050314,0.012578616,0.025157233,95.18238994,0.075471698,0.503144654,0.893081761,0,3.34591195,95.18238994,0.477987421,0.088050314,0.025157233,4.213836478,0.012578616,95.18238994
Ohio,3.417058063,4.533387788,4.764822,1.204819277,4.111360697,81.96855217,2.960996528,4.703560003,4.417670683,3.927574706,2.021645906,81.96855217,1.109522837,4.233884691,5.608876183,0.040841331,7.038322783,81.96855217,3.19243074,6.52780614,3.614457831,0.660268191,4.036484923,81.96855217,2.814181266,4.745482135,2.752103738,3.228031453,3.40046903,83.05973238,0.646654414,1.824246137,2.940575863,0.149751549,12.47021986,81.96855217,4.410863794,4.056905588,3.580423388,2.185011231,3.798243823,81.96855217,4.363215574,4.397250017,3.083520523,1.218433054,4.969028657,81.96855217,2.389217889,5.234497311,2.321149003,2.028452794,6.058130828,81.96855217,9.502416445,6.078551494,2.00122524,0.319923763,0.129330883,81.96855217,0.90531618,4.349601797,5.084745763,0,7.691784085,81.96855217,6.167041046,1.184398611,0.313116874,10.1831053,0.183785991,81.96855217
Oklahoma,0.715719647,1.440167583,1.623461639,0.165837479,0.81173082,95.24308283,1.073579471,1.387797853,1.265601815,0.750632801,0.279305228,95.24308283,0.130924326,0.986296587,2.05114777,0,1.588548486,95.24308283,1.082307759,1.911495156,0.855372261,0.061098019,0.846643973,95.24308283,0.598065084,1.178540018,0.958663149,0.642040457,0.650835532,95.97185576,0.087282884,0.471327573,1.841668849,0,2.356637863,95.24308283,1.7282011,0.680806494,0.64589334,1.274330104,0.427686131,95.24308283,1.204503797,1.265601815,0.750632801,0.157109191,1.379069564,95.24308283,0.584795322,1.230688662,0.610980187,0.427686131,1.902766867,95.24308283,3.927729772,0.741904513,0.017456577,0,0.069826307,95.24308283,0.209478921,0.872828838,1.152134067,0,2.522475343,95.24308283,0.91647028,0.226935498,0.034913154,3.569869949,0.008728288,95.24308283
